date,product,category,sales_quantity,unit_price,region
2026-02-03,Product B,Electronics,185,82.42,Antalya
2026-01-19,Product A,Electronics,373,263.31,Konya
2026-04-01,Product A,Electronics,188,261.53,Antalya
2026-09-03,Product C,Apparel,357,156.08,Bursa
2026-08-12,Product A,Apparel,10,276.56,Istanbul
2026-01-11,Product A,Apparel,145,328.75,Gaziantep
2026-07-04,Product A,Electronics,372,274.2,Konya
2026-04-19,Product B,Home,403,103.55,Gaziantep
2026-05-11,Product C,Apparel,140,134.6,Antalya
2026-12-13,Product A,Electronics,374,256.25,Gaziantep
2026-09-30,Product A,Electronics,178,288.94,Ankara
2026-02-06,Product A,Electronics,180,310.61,Adana
2026-11-01,Product B,Electronics,383,117.83,Istanbul
2026-11-13,Product B,Electronics,163,97.83,Izmir
2026-11-03,Product B,Home,309,102.28,Izmir
2026-11-09,Product C,Home,401,134.41,Konya
2026-03-03,Product A,Apparel,211,288.68,Istanbul
2026-12-01,Product A,Home,34,299.08,Adana
2026-03-21,Product B,Apparel,442,89.33,Adana
2026-01-24,Product B,Apparel,344,108.65,Bursa
2026-04-24,Product C,Home,420,166.81,Antalya
2026-06-21,Product A,Electronics,252,273.89,Konya
2026-12-10,Product A,Apparel,470,338.89,Konya
2026-08-15,Product C,Apparel,59,173.21,Adana
2026-10-11,Product B,Electronics,240,94.34,Adana
2026-07-07,Product C,Apparel,151,181.66,Bursa
2026-08-08,Product B,Apparel,254,80.09,Gaziantep
2026-02-08,Product A,Apparel,40,320.47,Izmir
2026-09-29,Product A,Home,55,284.21,Ankara
2026-01-20,Product A,Apparel,194,318.25,Antalya
2026-10-09,Product B,Apparel,371,109.08,Izmir
2026-04-13,Product A,Electronics,250,266.8,Adana
2026-01-31,Product B,Electronics,19,81.02,Izmir
2026-03-02,Product B,Home,299,81.58,Konya
2026-07-08,Product B,Electronics,116,87.89,Istanbul
2026-01-26,Product B,Home,300,107.09,Konya
2026-09-14,Product A,Electronics,480,307.51,Konya
2026-06-21,Product C,Electronics,279,124.92,Antalya
2026-06-27,Product A,Electronics,334,344.53,Istanbul
2026-12-06,Product C,Apparel,128,165.18,Bursa
2026-02-13,Product A,Electronics,203,259.79,Istanbul
2026-09-13,Product C,Apparel,244,141.64,Konya
2026-02-06,Product B,Apparel,425,107.87,Istanbul
2026-07-12,Product C,Electronics,321,146.63,Konya
2026-06-28,Product C,Home,275,149.77,Antalya
2026-04-05,Product B,Home,130,117.92,Adana
2026-06-20,Product A,Apparel,348,288.75,Antalya
2026-02-06,Product C,Apparel,224,180.16,Konya
2026-07-11,Product A,Electronics,258,289.17,Istanbul
2026-07-06,Product A,Home,26,309.98,Antalya
2026-01-20,Product C,Electronics,378,139.76,Antalya
2026-07-24,Product C,Apparel,289,139.29,Ankara
2026-05-11,Product C,Electronics,82,198.89,Izmir
2026-10-26,Product B,Electronics,352,116.41,Izmir
2026-07-30,Product B,Home,429,70.31,Bursa
2026-09-30,Product C,Apparel,374,189.79,Konya
2026-12-27,Product A,Home,435,344.76,Bursa
2026-10-09,Product C,Electronics,343,175.07,Ankara
2026-04-29,Product B,Electronics,420,86.57,Gaziantep
2026-06-27,Product A,Electronics,430,294.84,Izmir
2026-12-03,Product C,Electronics,241,158.04,Ankara
2026-11-27,Product C,Apparel,315,149.25,Bursa
2026-06-15,Product C,Home,384,180.32,Adana
2026-11-07,Product C,Electronics,499,186.64,Istanbul
2026-09-06,Product A,Electronics,120,343.95,Antalya
2026-07-16,Product B,Apparel,493,95.16,Konya
2026-02-17,Product C,Electronics,156,181.83,Izmir
2026-07-24,Product A,Apparel,246,297.13,Antalya
2026-05-08,Product C,Home,138,172.78,Izmir
2026-03-09,Product C,Electronics,166,163.31,Adana
2026-07-05,Product A,Apparel,106,279.1,Ankara
2026-10-25,Product A,Electronics,470,319.33,Konya
2026-08-07,Product A,Home,54,262.67,Konya
2026-07-26,Product C,Apparel,57,172.51,Ankara
2026-01-03,Product C,Home,283,190.65,Adana
2026-04-14,Product B,Home,489,90.04,Ankara
2026-06-25,Product C,Home,56,142.6,Adana
2026-10-31,Product A,Electronics,346,261.84,Ankara
2026-05-17,Product A,Apparel,30,308.6,Adana
2026-05-16,Product A,Home,309,261.86,Adana
2026-01-20,Product C,Electronics,304,184.79,Ankara
2026-03-13,Product A,Apparel,275,338.42,Bursa
2026-02-06,Product A,Electronics,413,329.37,Gaziantep
2026-05-10,Product C,Apparel,184,135.41,Istanbul
2026-02-01,Product A,Apparel,310,318.08,Gaziantep
2026-05-02,Product A,Electronics,106,330.59,Gaziantep
2026-09-23,Product B,Apparel,240,76.88,Ankara
2026-12-12,Product C,Apparel,386,145.48,Adana
2026-09-09,Product C,Home,122,195.83,Izmir
2026-08-28,Product B,Home,204,118.49,Izmir
2026-07-18,Product A,Home,232,329.45,Konya
2026-07-31,Product A,Electronics,78,340.56,Antalya
2026-05-19,Product A,Apparel,107,259.79,Adana
2026-03-04,Product A,Home,496,307.82,Bursa
2026-09-20,Product A,Apparel,358,270.72,Ankara
2026-03-13,Product B,Electronics,275,100.21,Konya
2026-03-22,Product B,Electronics,25,97.86,Bursa
2026-12-09,Product B,Electronics,132,95.98,Konya
2026-11-28,Product A,Electronics,498,335.29,Antalya
2026-12-02,Product C,Home,246,134.39,Ankara
2026-08-07,Product B,Apparel,248,118.93,Konya
2026-07-22,Product A,Apparel,87,313.38,Gaziantep
2026-04-16,Product B,Home,360,86.87,Gaziantep
2026-02-15,Product A,Home,124,262.66,Adana
2026-02-03,Product C,Home,365,151.0,Ankara
2026-06-26,Product C,Apparel,320,148.15,Ankara
2026-05-08,Product A,Electronics,243,261.81,Konya
2026-06-21,Product A,Home,104,318.55,Konya
2026-07-02,Product A,Electronics,60,325.16,Adana
2026-12-09,Product A,Apparel,261,347.71,Antalya
2026-12-01,Product B,Electronics,321,115.24,Gaziantep
2026-07-25,Product C,Home,267,165.83,Bursa
2026-02-04,Product B,Home,17,74.14,Bursa
2026-11-30,Product B,Electronics,278,73.77,Bursa
2026-02-14,Product B,Home,78,71.64,Adana
2026-07-24,Product B,Home,120,96.35,Gaziantep
2026-06-02,Product B,Home,443,70.13,Istanbul
2026-01-09,Product B,Apparel,202,74.74,Ankara
2026-05-18,Product B,Apparel,292,115.02,Gaziantep
2026-08-18,Product A,Apparel,376,312.82,Antalya
2026-12-07,Product A,Electronics,305,332.57,Istanbul
2026-09-20,Product A,Apparel,274,347.69,Antalya
2026-07-04,Product C,Electronics,377,128.8,Bursa
2026-11-01,Product A,Apparel,409,307.68,Adana
2026-02-21,Product B,Apparel,424,99.12,Adana
2026-08-04,Product B,Home,123,79.58,Istanbul
2026-08-11,Product C,Home,476,146.2,Gaziantep
2026-09-11,Product B,Electronics,65,108.93,Ankara
2026-10-12,Product B,Apparel,152,87.78,Izmir
2026-07-27,Product B,Apparel,227,91.26,Bursa
2026-09-18,Product A,Apparel,10,250.98,Gaziantep
2026-11-14,Product B,Electronics,286,87.71,Antalya
2026-01-06,Product A,Electronics,179,318.96,Gaziantep
2026-11-12,Product B,Electronics,437,100.96,Istanbul
2026-11-29,Product B,Home,481,88.83,Ankara
2026-04-07,Product C,Electronics,241,124.61,Gaziantep
2026-10-28,Product B,Home,34,102.41,Ankara
2026-06-23,Product B,Electronics,433,117.22,Antalya
2026-04-30,Product B,Apparel,427,108.6,Konya
2026-12-12,Product A,Apparel,39,274.91,Gaziantep
2026-09-04,Product C,Electronics,56,199.67,Gaziantep
2026-06-19,Product B,Home,445,93.64,Gaziantep
2026-06-17,Product A,Electronics,391,329.82,Izmir
2026-08-18,Product C,Electronics,11,120.88,Antalya
2026-01-26,Product C,Electronics,429,170.22,Izmir
2026-12-12,Product C,Apparel,221,125.06,Bursa
2026-11-07,Product A,Apparel,105,338.83,Izmir
2026-08-06,Product A,Electronics,299,326.07,Antalya
2026-07-13,Product C,Home,469,139.43,Istanbul
2026-02-01,Product C,Electronics,22,190.87,Bursa
2026-03-03,Product B,Apparel,396,107.49,Adana
2026-09-08,Product C,Home,465,131.94,Bursa
2026-03-01,Product A,Apparel,325,286.09,Konya
2026-05-14,Product A,Electronics,208,298.59,Adana
2026-03-06,Product A,Home,20,253.36,Konya
2026-05-17,Product C,Apparel,196,191.6,Konya
2026-12-08,Product A,Home,436,318.04,Gaziantep
2026-10-02,Product C,Electronics,355,168.27,Izmir
2026-03-18,Product B,Apparel,401,71.78,Izmir
2026-08-18,Product C,Electronics,461,173.24,Gaziantep
2026-05-23,Product B,Electronics,412,82.65,Gaziantep
2026-02-02,Product A,Apparel,482,337.82,Istanbul
2026-10-29,Product A,Electronics,146,342.4,Istanbul
2026-04-06,Product C,Home,163,166.29,Bursa
2026-10-06,Product C,Home,164,149.11,Konya
2026-01-03,Product B,Apparel,426,111.84,Adana
2026-12-23,Product C,Electronics,303,154.93,Ankara
2026-02-24,Product A,Apparel,133,307.5,Gaziantep
2026-10-19,Product B,Home,155,81.31,Bursa
2026-10-20,Product A,Apparel,11,313.03,Antalya
2026-12-11,Product C,Electronics,141,151.75,Izmir
2026-08-05,Product B,Electronics,312,84.13,Ankara
2026-09-06,Product B,Home,152,92.37,Konya
2026-12-16,Product C,Apparel,225,189.75,Istanbul
2026-03-09,Product C,Home,304,167.32,Adana
2026-08-14,Product A,Home,59,313.09,Adana
2026-09-03,Product C,Apparel,334,161.45,Istanbul
2026-12-24,Product A,Apparel,21,265.78,Gaziantep
2026-02-23,Product B,Apparel,386,107.66,Ankara
2026-10-19,Product A,Home,268,302.53,Konya
2026-09-27,Product C,Electronics,344,193.77,Konya
2026-07-21,Product B,Apparel,498,83.5,Istanbul
2026-06-14,Product A,Apparel,15,348.37,Bursa
2026-08-04,Product B,Home,287,84.57,Izmir
2026-05-18,Product C,Home,404,156.05,Antalya
2026-12-05,Product A,Home,283,334.53,Istanbul
2026-03-19,Product B,Home,442,112.67,Antalya
2026-04-30,Product B,Home,292,119.54,Konya
2026-09-20,Product B,Apparel,173,119.68,Adana
2026-03-27,Product A,Home,33,301.29,Konya
2026-12-14,Product C,Apparel,322,137.81,Konya
2026-04-29,Product B,Electronics,105,72.08,Ankara
2026-06-04,Product B,Apparel,193,115.09,Izmir
2026-11-23,Product B,Electronics,63,110.29,Antalya
2026-10-30,Product C,Electronics,339,167.47,Gaziantep
2026-03-28,Product B,Electronics,26,72.04,Izmir
2026-11-15,Product A,Electronics,42,324.69,Ankara
2026-02-17,Product B,Home,103,82.18,Adana
2026-08-07,Product C,Apparel,230,172.11,Ankara
2026-12-10,Product B,Home,38,113.7,Konya
2026-03-22,Product A,Electronics,414,261.08,Adana
2026-01-04,Product B,Apparel,334,111.93,Adana
2026-04-01,Product A,Apparel,72,283.44,Bursa
2026-08-02,Product A,Home,41,336.09,Istanbul
2026-03-18,Product B,Apparel,476,95.8,Bursa
2026-06-11,Product C,Electronics,409,184.34,Bursa
2026-08-22,Product C,Apparel,331,191.4,Istanbul
2026-07-29,Product C,Apparel,174,133.52,Ankara
2026-09-19,Product B,Apparel,476,106.83,Ankara
2026-01-27,Product C,Electronics,452,124.1,Istanbul
2026-01-03,Product A,Apparel,466,275.05,Bursa
2026-10-25,Product C,Electronics,317,185.18,Istanbul
2026-11-19,Product A,Apparel,279,322.68,Izmir
2026-10-11,Product B,Apparel,422,72.39,Adana
2026-10-11,Product A,Apparel,184,256.47,Izmir
2026-04-12,Product B,Apparel,261,80.35,Bursa
2026-08-06,Product A,Apparel,373,274.61,Bursa
2026-08-14,Product B,Apparel,23,99.89,Ankara
2026-09-10,Product C,Electronics,274,171.93,Bursa
2026-12-15,Product C,Electronics,206,182.4,Adana
2026-07-26,Product A,Apparel,422,324.39,Istanbul
2026-03-10,Product B,Home,450,89.47,Ankara
2026-07-09,Product A,Home,258,337.0,Antalya
2026-03-22,Product C,Home,284,195.12,Konya
2026-10-21,Product B,Electronics,223,89.94,Izmir
2026-06-13,Product A,Electronics,61,325.82,Adana
2026-01-24,Product B,Apparel,267,88.6,Gaziantep
2026-06-01,Product B,Apparel,395,91.66,Adana
2026-03-21,Product C,Electronics,117,128.09,Antalya
2026-12-07,Product C,Apparel,416,168.02,Gaziantep
2026-09-18,Product A,Electronics,256,284.96,Antalya
2026-09-10,Product C,Home,408,179.98,Gaziantep
2026-03-04,Product C,Apparel,83,169.78,Izmir
2026-03-04,Product A,Electronics,386,311.54,Adana
2026-01-20,Product B,Home,239,116.04,Gaziantep
2026-01-03,Product B,Electronics,18,101.02,Izmir
2026-08-02,Product B,Home,370,80.47,Gaziantep
2026-06-16,Product A,Electronics,473,341.97,Antalya
2026-09-14,Product A,Apparel,322,343.39,Antalya
2026-03-24,Product A,Electronics,188,253.78,Izmir
2026-12-09,Product B,Home,280,98.35,Adana
2026-10-04,Product C,Electronics,460,159.64,Izmir
2026-02-01,Product B,Apparel,142,72.2,Gaziantep
2026-10-22,Product C,Electronics,398,143.64,Konya
2026-04-28,Product B,Apparel,405,87.96,Adana
2026-07-28,Product B,Electronics,402,117.98,Gaziantep
2026-10-18,Product A,Electronics,27,264.46,Ankara
2026-04-16,Product C,Apparel,290,183.33,Bursa
2026-12-02,Product B,Home,170,94.32,Konya
2026-08-15,Product A,Home,457,290.19,Bursa
2026-06-19,Product A,Home,31,262.48,Konya
2026-09-25,Product A,Apparel,95,276.89,Istanbul
2026-08-19,Product B,Home,483,100.39,Izmir
2026-12-11,Product B,Apparel,75,94.88,Bursa
2026-09-03,Product C,Apparel,18,151.71,Antalya
2026-12-31,Product B,Apparel,489,116.15,Bursa
2026-10-21,Product C,Apparel,394,137.55,Izmir
2026-11-02,Product C,Apparel,16,140.43,Gaziantep
2026-06-17,Product B,Home,11,97.5,Konya
2026-07-16,Product A,Electronics,22,342.7,Gaziantep
2026-05-09,Product A,Home,478,264.79,Gaziantep
2026-07-14,Product A,Electronics,452,296.2,Antalya
2026-08-26,Product A,Home,161,337.44,Ankara
2026-03-30,Product A,Home,376,277.92,Adana
2026-03-03,Product C,Electronics,70,133.64,Bursa
2026-05-27,Product A,Apparel,380,303.14,Gaziantep
2026-10-30,Product C,Electronics,318,167.91,Adana
2026-06-06,Product B,Electronics,343,75.85,Bursa
2026-10-25,Product B,Electronics,165,80.79,Bursa
2026-03-14,Product A,Home,312,263.71,Ankara
2026-05-02,Product B,Apparel,133,112.1,Bursa
2026-04-25,Product A,Electronics,425,252.45,Bursa
2026-02-09,Product B,Apparel,494,84.55,Ankara
2026-11-19,Product B,Home,16,85.06,Antalya
2026-10-23,Product A,Electronics,231,346.39,Gaziantep
2026-10-19,Product A,Electronics,430,336.73,Ankara
2026-01-28,Product B,Apparel,60,78.93,Antalya
2026-08-03,Product B,Apparel,134,89.35,Adana
2026-06-12,Product B,Home,467,96.41,Ankara
2026-02-09,Product B,Electronics,444,92.7,Izmir
2026-09-20,Product C,Home,264,191.8,Istanbul
2026-08-02,Product C,Apparel,321,192.07,Izmir
2026-02-05,Product C,Electronics,232,183.06,Izmir
2026-09-09,Product B,Home,483,73.8,Gaziantep
2026-06-05,Product B,Apparel,283,80.5,Ankara
2026-02-07,Product B,Home,374,94.47,Konya
2026-07-04,Product A,Electronics,98,284.11,Ankara
2026-11-20,Product B,Electronics,361,85.42,Izmir
2026-10-03,Product B,Home,369,89.56,Ankara
2026-04-24,Product C,Electronics,291,168.61,Gaziantep
2026-04-17,Product C,Electronics,386,197.19,Antalya
2026-11-19,Product A,Electronics,241,341.12,Istanbul
2026-09-19,Product B,Home,445,70.14,Ankara
2026-02-06,Product C,Apparel,152,179.82,Izmir
2026-07-31,Product A,Electronics,236,338.45,Konya
2026-06-03,Product A,Electronics,198,282.27,Adana
2026-09-25,Product B,Home,286,105.47,Antalya
2026-06-21,Product A,Home,394,277.71,Ankara
2026-08-15,Product A,Apparel,112,264.04,Istanbul
2026-04-15,Product C,Apparel,234,163.38,Izmir
2026-07-04,Product C,Home,357,165.61,Izmir
2026-09-05,Product B,Home,320,82.86,Adana
2026-12-23,Product B,Electronics,489,77.17,Adana
2026-04-26,Product A,Apparel,221,291.83,Konya
2026-09-29,Product A,Electronics,262,293.21,Antalya
2026-11-22,Product A,Electronics,269,305.27,Bursa
2026-03-21,Product C,Apparel,196,158.36,Gaziantep
2026-11-15,Product A,Electronics,134,303.45,Gaziantep
2026-06-14,Product B,Electronics,398,114.46,Antalya
2026-08-14,Product A,Electronics,23,314.54,Bursa
2026-06-01,Product B,Home,401,99.38,Istanbul
2026-08-16,Product A,Electronics,259,289.79,Bursa
2026-02-18,Product B,Apparel,163,84.94,Antalya
2026-10-11,Product B,Electronics,219,114.11,Bursa
2026-11-16,Product C,Apparel,430,136.06,Ankara
2026-08-12,Product B,Home,388,73.11,Bursa
2026-07-30,Product B,Electronics,54,98.35,Ankara
2026-11-21,Product B,Electronics,206,98.21,Bursa
2026-01-27,Product B,Electronics,470,96.86,Bursa
2026-04-13,Product C,Electronics,411,158.35,Ankara
2026-07-29,Product A,Home,260,267.87,Ankara
2026-04-21,Product B,Apparel,116,77.42,Istanbul
2026-08-24,Product C,Apparel,339,152.67,Gaziantep
2026-09-29,Product C,Apparel,414,198.74,Gaziantep
2026-03-24,Product C,Home,311,147.18,Izmir
2026-09-07,Product C,Home,437,120.36,Ankara
2026-03-24,Product A,Apparel,130,277.06,Ankara
2026-03-21,Product B,Electronics,478,77.35,Konya
2026-06-13,Product B,Apparel,344,113.44,Adana
2026-09-30,Product A,Electronics,499,251.31,Adana
2026-02-10,Product C,Electronics,295,136.8,Adana
2026-02-10,Product A,Electronics,181,333.03,Ankara
2026-08-22,Product B,Home,37,81.08,Antalya
2026-05-04,Product C,Electronics,312,161.28,Antalya
2026-04-16,Product B,Apparel,135,113.28,Istanbul
2026-07-18,Product C,Home,150,169.06,Adana
2026-05-28,Product A,Home,70,341.36,Bursa
2026-07-01,Product A,Apparel,405,267.17,Istanbul
2026-04-09,Product C,Home,255,125.12,Gaziantep
2026-09-24,Product C,Home,220,190.82,Ankara
2026-06-19,Product A,Electronics,111,320.34,Izmir
2026-05-30,Product C,Apparel,465,188.55,Izmir
2026-08-20,Product A,Apparel,475,310.6,Izmir
2026-01-16,Product B,Apparel,357,118.68,Adana
2026-06-16,Product B,Electronics,370,101.43,Adana
2026-03-21,Product C,Apparel,407,131.89,Ankara
2026-02-03,Product A,Home,384,280.28,Konya
2026-06-29,Product A,Apparel,399,298.95,Antalya
2026-12-23,Product B,Apparel,333,87.03,Ankara
2026-06-06,Product A,Home,344,342.5,Bursa
2026-10-20,Product C,Electronics,87,141.93,Ankara
2026-01-13,Product C,Apparel,102,155.97,Ankara
2026-01-23,Product A,Electronics,69,346.46,Konya
2026-08-07,Product C,Home,449,184.31,Istanbul
2026-09-16,Product B,Apparel,237,96.62,Konya
2026-03-05,Product A,Apparel,211,348.35,Istanbul
2026-12-12,Product A,Apparel,242,282.73,Adana
2026-07-05,Product C,Home,80,128.06,Gaziantep
2026-08-15,Product A,Electronics,413,311.94,Antalya
2026-03-26,Product C,Apparel,30,130.22,Adana
2026-07-26,Product C,Home,78,155.09,Ankara
2026-07-28,Product B,Electronics,279,118.66,Izmir
2026-04-26,Product A,Apparel,138,313.65,Istanbul
2026-03-20,Product B,Electronics,171,81.11,Bursa
2026-10-28,Product C,Electronics,187,153.14,Gaziantep
2026-04-28,Product A,Home,396,335.52,Konya
2026-04-23,Product C,Apparel,120,151.74,Adana
2026-01-22,Product C,Home,302,121.92,Konya
2026-09-11,Product B,Electronics,430,117.42,Gaziantep
2026-11-08,Product A,Apparel,121,266.52,Bursa
2026-09-23,Product C,Electronics,192,176.65,Konya
2026-12-06,Product B,Home,463,106.53,Adana
2026-09-19,Product A,Apparel,21,306.22,Gaziantep
2026-05-04,Product C,Electronics,157,170.36,Antalya
2026-11-29,Product C,Apparel,95,135.03,Konya
2026-09-24,Product C,Home,16,146.52,Izmir
2026-01-02,Product B,Home,20,93.33,Antalya
2026-04-28,Product B,Home,107,74.85,Gaziantep
2026-10-24,Product B,Home,328,92.67,Gaziantep
2026-11-11,Product C,Home,472,129.38,Adana
2026-12-25,Product B,Home,407,71.87,Izmir
2026-04-05,Product C,Electronics,187,198.51,Gaziantep
2026-07-15,Product C,Home,151,124.69,Istanbul
2026-01-13,Product C,Electronics,471,196.28,Antalya
2026-02-27,Product C,Home,446,162.82,Adana
2026-08-21,Product B,Home,113,107.28,Ankara
2026-04-11,Product C,Apparel,233,187.7,Konya
2026-11-01,Product B,Electronics,463,103.81,Antalya
2026-05-19,Product C,Apparel,212,198.08,Gaziantep
2026-11-02,Product C,Home,235,149.63,Izmir
2026-08-02,Product B,Home,369,88.09,Antalya
2026-11-30,Product B,Apparel,291,99.28,Antalya
2026-04-28,Product A,Home,261,317.44,Gaziantep
2026-03-19,Product B,Electronics,217,93.56,Istanbul
2026-07-19,Product B,Electronics,152,81.42,Bursa
2026-01-05,Product C,Apparel,24,125.87,Izmir
2026-01-11,Product A,Electronics,396,269.09,Istanbul
2026-12-29,Product B,Home,193,71.62,Adana
2026-09-21,Product A,Apparel,231,307.51,Istanbul
2026-02-02,Product A,Apparel,26,342.88,Antalya
2026-09-07,Product A,Home,97,271.58,Izmir
2026-06-23,Product B,Home,193,70.89,Antalya
2026-02-12,Product C,Home,491,136.93,Istanbul
2026-09-13,Product C,Apparel,175,131.69,Adana
2026-10-21,Product C,Electronics,186,147.61,Ankara
2026-08-20,Product A,Home,363,329.41,Ankara
2026-09-12,Product A,Home,324,288.41,Antalya
2026-09-20,Product C,Electronics,362,191.39,Ankara
2026-06-24,Product C,Electronics,118,165.97,Istanbul
2026-02-18,Product B,Home,120,81.24,Konya
2026-02-07,Product C,Apparel,98,174.8,Bursa
2026-04-07,Product A,Apparel,444,260.52,Adana
2026-05-04,Product C,Electronics,444,133.62,Gaziantep
2026-07-07,Product A,Apparel,57,252.01,Bursa
2026-02-13,Product B,Electronics,448,115.53,Konya
2026-01-12,Product B,Apparel,278,99.84,Bursa
2026-10-21,Product B,Apparel,97,82.33,Antalya
2026-03-18,Product A,Apparel,273,264.88,Istanbul
2026-05-27,Product B,Home,273,112.08,Ankara
2026-07-06,Product A,Home,340,330.31,Antalya
2026-11-02,Product C,Electronics,394,179.09,Izmir
2026-10-16,Product B,Apparel,340,113.76,Gaziantep
2026-11-20,Product A,Electronics,335,331.96,Antalya
2026-07-24,Product A,Apparel,52,299.19,Bursa
2026-07-13,Product C,Electronics,132,187.82,Antalya
2026-10-03,Product C,Home,286,184.98,Adana
2026-01-29,Product C,Home,157,163.91,Ankara
2026-07-10,Product B,Apparel,449,83.43,Adana
2026-12-07,Product B,Electronics,324,87.6,Istanbul
2026-03-21,Product C,Apparel,244,166.52,Gaziantep
2026-07-09,Product A,Electronics,157,250.14,Adana
2026-08-31,Product B,Apparel,355,113.62,Adana
2026-05-25,Product C,Electronics,222,121.8,Izmir
2026-12-14,Product B,Electronics,170,117.28,Adana
2026-04-01,Product B,Apparel,426,77.44,Antalya
2026-07-03,Product C,Home,463,137.04,Izmir
2026-03-21,Product B,Apparel,216,104.6,Gaziantep
2026-07-05,Product A,Electronics,422,299.37,Konya
2026-12-01,Product B,Electronics,283,90.48,Bursa
2026-03-10,Product C,Electronics,117,155.18,Adana
2026-10-17,Product C,Home,157,144.63,Istanbul
2026-11-14,Product B,Home,126,112.3,Gaziantep
2026-12-20,Product A,Apparel,258,295.79,Adana
2026-02-23,Product C,Apparel,383,126.27,Izmir
2026-01-19,Product C,Apparel,160,128.32,Ankara
2026-09-09,Product B,Apparel,384,90.02,Istanbul
2026-04-04,Product C,Electronics,127,161.87,Izmir
2026-06-09,Product B,Electronics,172,97.28,Konya
2026-01-14,Product B,Home,25,80.5,Izmir
2026-12-12,Product A,Apparel,366,290.19,Izmir
2026-06-24,Product A,Home,294,254.48,Istanbul
2026-02-18,Product C,Electronics,493,127.67,Bursa
2026-04-14,Product A,Apparel,331,299.92,Gaziantep
2026-11-24,Product B,Electronics,238,80.3,Istanbul
2026-11-23,Product A,Home,38,273.92,Istanbul
2026-06-18,Product B,Home,130,101.88,Ankara
2026-01-24,Product C,Home,431,190.7,Adana
2026-12-06,Product B,Electronics,367,100.37,Gaziantep
2026-11-03,Product C,Home,291,171.38,Izmir
2026-11-03,Product B,Home,37,110.41,Ankara
2026-10-11,Product A,Electronics,64,330.82,Konya
2026-06-29,Product B,Home,117,88.47,Izmir
2026-06-24,Product C,Electronics,86,198.41,Izmir
2026-04-16,Product C,Electronics,165,174.81,Izmir
2026-08-19,Product B,Apparel,260,117.05,Ankara
2026-04-04,Product B,Home,326,117.68,Adana
2026-03-07,Product B,Apparel,492,116.52,Konya
2026-10-22,Product C,Home,302,123.92,Gaziantep
2026-06-13,Product A,Electronics,302,263.48,Adana
2026-10-15,Product C,Home,372,158.82,Antalya
2026-04-18,Product B,Apparel,221,114.61,Gaziantep
2026-10-13,Product A,Home,463,348.55,Konya
2026-03-19,Product B,Home,245,84.25,Konya
2026-10-17,Product B,Apparel,378,78.33,Ankara
2026-05-29,Product B,Electronics,312,85.24,Istanbul
2026-05-25,Product C,Electronics,53,152.53,Gaziantep
2026-07-04,Product C,Electronics,296,161.97,Adana
2026-06-06,Product A,Apparel,495,325.1,Gaziantep
2026-02-21,Product C,Electronics,312,172.63,Istanbul
2026-07-04,Product C,Home,13,138.82,Izmir
2026-03-24,Product A,Apparel,321,319.79,Antalya
2026-10-20,Product C,Electronics,260,192.73,Antalya
2026-04-07,Product B,Electronics,377,74.18,Konya
2026-12-25,Product B,Apparel,247,78.39,Konya
2026-11-13,Product A,Apparel,216,286.6,Adana
2026-05-07,Product A,Electronics,155,291.35,Gaziantep
2026-09-23,Product A,Apparel,166,324.56,Konya
2026-05-24,Product A,Home,432,270.66,Istanbul
2026-08-19,Product C,Apparel,464,147.21,Ankara
2026-06-07,Product C,Apparel,335,146.78,Ankara
2026-09-07,Product C,Home,479,199.48,Gaziantep
2026-03-18,Product A,Apparel,188,285.64,Gaziantep
2026-05-05,Product C,Electronics,416,146.68,Konya
2026-12-03,Product C,Apparel,433,146.47,Istanbul
2026-04-24,Product A,Apparel,84,286.8,Gaziantep
2026-03-25,Product A,Electronics,334,293.35,Istanbul
2026-01-17,Product C,Home,402,193.54,Bursa
2026-12-30,Product A,Apparel,246,342.78,Adana
2026-03-15,Product C,Electronics,175,127.13,Gaziantep
2026-07-14,Product C,Apparel,243,191.78,Konya
2026-01-14,Product B,Home,301,110.76,Gaziantep
2026-12-15,Product C,Apparel,129,155.12,Istanbul
2026-12-05,Product B,Home,204,108.88,Istanbul
2026-04-21,Product C,Home,148,146.07,Izmir
2026-10-31,Product A,Apparel,241,292.41,Istanbul
2026-05-26,Product B,Home,242,85.4,Ankara
2026-02-18,Product A,Apparel,40,271.22,Bursa
2026-12-14,Product C,Electronics,473,189.28,Konya
2026-12-05,Product A,Home,210,251.46,Adana
2026-10-24,Product B,Home,254,78.73,Adana
2026-12-18,Product A,Apparel,480,316.11,Adana
2026-11-16,Product C,Electronics,114,175.84,Gaziantep
2026-04-23,Product A,Electronics,10,262.02,Konya
2026-10-16,Product B,Home,45,102.21,Adana
2026-08-29,Product A,Apparel,454,333.84,Antalya
2026-01-07,Product C,Apparel,259,125.68,Bursa
2026-06-24,Product B,Home,278,108.03,Istanbul
2026-07-30,Product A,Home,64,288.44,Konya
2026-11-04,Product C,Home,446,172.25,Adana
2026-05-27,Product A,Home,320,278.36,Antalya
2026-01-03,Product A,Electronics,373,318.68,Istanbul
2026-01-13,Product B,Apparel,145,98.75,Ankara
2026-07-16,Product C,Home,79,173.42,Istanbul
2026-12-05,Product B,Home,123,100.78,Bursa
2026-05-18,Product A,Home,221,279.11,Konya
2026-07-20,Product C,Apparel,308,121.92,Izmir
2026-12-03,Product C,Apparel,57,191.17,Istanbul
